,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
134,2005,90,Crime,4.8,38,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra,6.124723247232472,4.8,3.7636363636363637,4.8,4.8
134,2005,90, Drama,4.8,38,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra,5.875793244626407,4.8,3.7636363636363637,4.8,4.8
137,2016,105,Drama,8.1,412,Padmakumar Narasimhamurthy,Dhruva Padmakumar,Gaurav Sharma,Vasuki,6.248697068403909,8.1,8.1,8.1,8.1
142,2017,145,Drama,6.3,10,Premraaj,Rajinder Verma,Sunil Lahri,Nishigandha Wad,6.248697068403909,6.3,6.3,6.3,6.3
143,2016,110,Drama,7.5,4637,Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah,6.248697068403909,7.5,7.05,6.042857142857143,5.561538461538461
143,2016,110, Thriller,7.5,4637,Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah,5.674915254237288,7.5,7.05,6.042857142857143,5.561538461538461
146,2005,150,Horror,6.8,179,Sekhar Suri,Sherlyn Chopra,Rajeev Kanakala,Richard Rishi,4.6875,6.8,4.666666666666667,6.8,6.8
146,2005,150, Mystery,6.8,179,Sekhar Suri,Sherlyn Chopra,Rajeev Kanakala,Richard Rishi,5.8710204081632655,6.8,4.666666666666667,6.8,6.8
147,2010,103,Drama,4.5,202,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,6.248697068403909,3.6,5.456862745098039,3.6999999999999997,4.18
147,2010,103, Horror,4.5,202,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,5.0418918918918925,3.6,5.456862745098039,3.6999999999999997,4.18
147,2010,103, Romance,4.5,202,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,5.838738738738739,3.6,5.456862745098039,3.6999999999999997,4.18
148,2016,151,Action,3.0,4145,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,5.511985472154963,3.993333333333333,3.25,4.18235294117647,3.0
148,2016,151, Adventure,3.0,4145,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,5.694767441860465,3.993333333333333,3.25,4.18235294117647,3.0
148,2016,151, Comedy,3.0,4145,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,5.507605633802817,3.993333333333333,3.25,4.18235294117647,3.0
149,2020,109,Comedy,6.3,181,Vivek Sharma,Mandy Takhar,Vivek Sharma,Sumit Suri,5.838422649140546,5.2875,6.3,6.3,6.3
149,2020,109, Romance,6.3,181,Vivek Sharma,Mandy Takhar,Vivek Sharma,Sumit Suri,5.838738738738739,5.2875,6.3,6.3,6.3
150,2017,145,Action,6.2,5227,Krishna D.K.,Raj Nidimoru,Sidharth Malhotra,Jacqueline Fernandez,5.511985472154963,6.633333333333333,6.633333333333333,5.3375,4.8875
150,2017,145, Comedy,6.2,5227,Krishna D.K.,Raj Nidimoru,Sidharth Malhotra,Jacqueline Fernandez,5.507605633802817,6.633333333333333,6.633333333333333,5.3375,4.8875
151,2019,95,Drama,8.0,33,Dhruv Sachdev,Sanjay Deyali,Sudha Chandran,Anang Desai,6.248697068403909,8.0,8.0,6.92,5.75
151,2019,95, Romance,8.0,33,Dhruv Sachdev,Sanjay Deyali,Sudha Chandran,Anang Desai,5.838738738738739,8.0,8.0,6.92,5.75
153,2013,127,Drama,7.3,17,Praveen Damle,Geeta Agrawal,Jyoti Bagat,Gautam Dhengare,6.248697068403909,7.3,7.3,7.3,7.3
156,2013,140,Romance,6.0,80,John Mathew Matthan,Raqesh Bapat,Gurpreet Kaur Chadha,Smita Jaykar,5.59874213836478,6.775,6.0,6.0,6.0
160,2016,112,Thriller,3.1,142,Ishaan Trivedi,Johnny Baweja,Reeth Mazumder-Roberts,Manav Kaul,5.332584269662922,3.733333333333333,3.1,3.1,5.957142857142857
167,2005,143,Drama,3.8,627,Suneel Darshan,Bobby Deol,Bipasha Basu,Priyanka Chopra Jonas,6.248697068403909,4.177272727272728,4.793617021276596,4.426666666666667,5.264102564102564
167,2005,143, Romance,3.8,627,Suneel Darshan,Bobby Deol,Bipasha Basu,Priyanka Chopra Jonas,5.838738738738739,4.177272727272728,4.793617021276596,4.426666666666667,5.264102564102564
169,2019,104,Drama,7.9,24,Vierendrra Lalit,Trivikram Mattoo,Rahul Roy,Akansha Shivhare,6.248697068403909,7.0,7.9,5.55,7.0
173,2008,104,Action,8.1,75118,Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Jimmy Sheirgill,5.511985472154963,7.421428571428572,6.134375,6.658333333333334,6.825
173,2008,104, Crime,8.1,75118,Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Jimmy Sheirgill,5.683443708609272,7.421428571428572,6.134375,6.658333333333334,6.825
173,2008,104, Drama,8.1,75118,Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Jimmy Sheirgill,5.875793244626407,7.421428571428572,6.134375,6.658333333333334,6.825
175,1999,177,Musical,5.5,1621,Rishi Kapoor,Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,6.095555555555555,5.5,6.575280898876405,6.070588235294117,6.0600000000000005
175,1999,177, Romance,5.5,1621,Rishi Kapoor,Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,5.838738738738739,5.5,6.575280898876405,6.070588235294117,6.0600000000000005
175,1999,177, Drama,5.5,1621,Rishi Kapoor,Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,5.875793244626407,5.5,6.575280898876405,6.070588235294117,6.0600000000000005
176,2018,121,Drama,8.0,249,Ramkumar Shedge,Shravani Abhang,Sajid Ali,Tamannaah Bhatia,6.248697068403909,8.0,8.0,8.0,5.24
178,2009,117,Action,5.0,866,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary,5.511985472154963,5.0,4.78,4.426666666666667,5.0
178,2009,117, Sci-Fi,5.0,866,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary,5.1000000000000005,5.0,4.78,4.426666666666667,5.0
178,2009,117, Thriller,5.0,866,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary,5.674915254237288,5.0,4.78,4.426666666666667,5.0
179,1973,148,Action,7.2,348,Manmohan Desai,Shashi Kapoor,Sharmila Tagore,Shatrughan Sinha,5.511985472154963,6.537254901960784,6.3065868263473055,6.992105263157894,6.177966101694915
179,1973,148, Drama,7.2,348,Manmohan Desai,Shashi Kapoor,Sharmila Tagore,Shatrughan Sinha,5.875793244626407,6.537254901960784,6.3065868263473055,6.992105263157894,6.177966101694915
179,1973,148, Romance,7.2,348,Manmohan Desai,Shashi Kapoor,Sharmila Tagore,Shatrughan Sinha,5.838738738738739,6.537254901960784,6.3065868263473055,6.992105263157894,6.177966101694915
180,1994,158,Mystery,4.4,115,Hamid Ali Khan,Jugal Hansraj,Urmila Matondkar,Paresh Rawal,5.854237288135593,4.066666666666667,5.050000000000001,5.0765957446808505,5.417142857142857
180,1994,158, Romance,4.4,115,Hamid Ali Khan,Jugal Hansraj,Urmila Matondkar,Paresh Rawal,5.838738738738739,4.066666666666667,5.050000000000001,5.0765957446808505,5.417142857142857
181,2017,123,Action,2.7,339,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey,5.511985472154963,2.7,4.877443609022556,2.7,2.7
182,2016,120,Drama,6.8,16,Azad Jain,Neha Chauhan,Ganraj Jadhav,Dipak Khetiya,6.248697068403909,6.8,6.8,6.8,6.8
184,2004,144,Fantasy,2.4,264,Dheeraj Kumar,Naveen Bawa,Prabhu Deva,Satish Kaushik,6.251612903225807,2.4,2.4,4.325,5.446153846153846
186,1968,170,Comedy,5.5,21,C.L. Rawal,Ashok Kumar,Vimi,Rehman,5.838422649140546,6.3,6.52970297029703,5.825,6.759090909090909
186,1968,170, Crime,5.5,21,C.L. Rawal,Ashok Kumar,Vimi,Rehman,5.683443708609272,6.3,6.52970297029703,5.825,6.759090909090909
186,1968,170, Drama,5.5,21,C.L. Rawal,Ashok Kumar,Vimi,Rehman,5.875793244626407,6.3,6.52970297029703,5.825,6.759090909090909
192,2018,72,Horror,7.4,150,Kshitij Sharma,Deeya Dey,Anoma Pabuwal,Mahendra Singh Rawat,4.6875,6.0,7.4,6.0,7.4
197,1982,105,Action,5.5,28,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,5.511985472154963,5.4,5.331182795698925,5.2,6.523529411764706
197,1982,105, Crime,5.5,28,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,5.683443708609272,5.4,5.331182795698925,5.2,6.523529411764706
197,1982,105, Drama,5.5,28,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,5.875793244626407,5.4,5.331182795698925,5.2,6.523529411764706
198,1977,132,Action,5.1,18,Doondi,Jalal Agha,Vinod Khanna,Shabana Azmi,5.511985472154963,5.1,6.025,5.754901960784314,6.691304347826088
199,2019,107,Drama,7.6,69,Suman Ghosh,Vineet Kumar Singh,Saurabh Shukla,Raghuvir Yadav,6.248697068403909,7.6,7.9,5.711111111111111,6.156000000000001
201,1982,154,Drama,6.4,19,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta,6.248697068403909,6.4,6.2,6.5,5.7
203,2013,157,Action,5.4,568,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,5.511985472154963,5.400000000000001,5.400000000000001,6.371428571428572,5.400000000000001
203,2013,157, Crime,5.4,568,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,5.683443708609272,5.400000000000001,5.400000000000001,6.371428571428572,5.400000000000001
203,2013,157, Thriller,5.4,568,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,5.674915254237288,5.400000000000001,5.400000000000001,6.371428571428572,5.400000000000001
207,1950,115,Drama,6.7,9,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur,6.248697068403909,6.7,6.7,6.2,6.618181818181818
207,1950,115, Romance,6.7,9,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur,5.838738738738739,6.7,6.7,6.2,6.618181818181818
212,1968,175,Drama,6.8,196,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar,6.248697068403909,6.810344827586207,7.0592592592592585,6.925000000000001,6.971428571428571
212,1968,175, Romance,6.8,196,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar,5.838738738738739,6.810344827586207,7.0592592592592585,6.925000000000001,6.971428571428571
213,1993,153,Action,6.5,97,Arshad Khan,Ajit,Vikas Anand,Arjun,5.511985472154963,4.8999999999999995,5.881818181818182,5.58,5.266666666666667
213,1993,153, Crime,6.5,97,Arshad Khan,Ajit,Vikas Anand,Arjun,5.683443708609272,4.8999999999999995,5.881818181818182,5.58,5.266666666666667
213,1993,153, Drama,6.5,97,Arshad Khan,Ajit,Vikas Anand,Arjun,5.875793244626407,4.8999999999999995,5.881818181818182,5.58,5.266666666666667
214,1991,142,Fantasy,6.7,66,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri,6.251612903225807,5.543478260869565,6.7,6.4,5.984375
216,1969,168,Drama,6.2,149,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,6.248697068403909,7.010526315789474,6.045128205128205,6.6421052631578945,6.864705882352942
216,1969,168, Romance,6.2,149,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,5.838738738738739,7.010526315789474,6.045128205128205,6.6421052631578945,6.864705882352942
216,1969,168, Thriller,6.2,149,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,5.674915254237288,7.010526315789474,6.045128205128205,6.6421052631578945,6.864705882352942
217,1993,158,Drama,5.0,142,J. Om Prakash,Jeetendra,Reena Roy,Govinda,6.248697068403909,5.543478260869565,5.3921052631578945,5.945454545454545,5.008823529411765
217,1993,158, Romance,5.0,142,J. Om Prakash,Jeetendra,Reena Roy,Govinda,5.838738738738739,5.543478260869565,5.3921052631578945,5.945454545454545,5.008823529411765
218,2009,78,Drama,7.6,62,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi,6.248697068403909,7.6,7.6,7.6,7.6
219,1977,138,Drama,5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera,6.248697068403909,6.64,5.342553191489362,5.816666666666666,6.25
219,1977,138, Family,5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera,6.327197802197802,6.64,5.342553191489362,5.816666666666666,6.25
220,2016,145,Horror,4.2,266,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri,4.6875,4.2,4.2,5.6,6.050000000000001
221,1977,148,Crime,5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,6.124723247232472,5.665,6.429166666666667,6.321428571428571,5.414285714285714
221,1977,148, Drama,5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,5.875793244626407,5.665,6.429166666666667,6.321428571428571,5.414285714285714
224,1948,138,Musical,7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana,6.095555555555555,7.11,7.455555555555556,6.925,7.159999999999999
224,1948,138, Romance,7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana,5.838738738738739,7.11,7.455555555555556,6.925,7.159999999999999
226,1994,139,Action,4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,5.511985472154963,5.061538461538461,4.877443609022556,4.994871794871795,5.279166666666666
226,1994,139, Comedy,4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,5.507605633802817,5.061538461538461,4.877443609022556,4.994871794871795,5.279166666666666
226,1994,139, Drama,4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,5.875793244626407,5.061538461538461,4.877443609022556,4.994871794871795,5.279166666666666
229,1994,133,Action,4.1,13,Kanti Shah,Alpana,Aparajita,Asrani,5.511985472154963,5.061290322580645,4.1,4.119999999999999,5.92542372881356
236,1987,170,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,5.511985472154963,5.433333333333333,6.045128205128205,5.818333333333333,6.212000000000001
239,1990,180,Action,4.8,101,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh,5.511985472154963,5.275728155339806,5.025547445255475,5.372881355932203,4.944444444444445
239,1990,180, Drama,4.8,101,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh,5.875793244626407,5.275728155339806,5.025547445255475,5.372881355932203,4.944444444444445
242,1993,137,Action,4.8,21,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani,5.511985472154963,5.061290322580645,6.045128205128205,5.288888888888889,5.92542372881356
243,1988,138,Action,3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi,5.511985472154963,3.9599999999999995,3.4,4.4875,5.25
243,1988,138, Thriller,3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi,5.674915254237288,3.9599999999999995,3.4,4.4875,5.25
247,1989,151,Action,5.0,52,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,5.511985472154963,6.228301886792453,5.0,5.6000000000000005,5.527777777777778
253,2001,78,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila,4.6875,3.1,3.1,3.1,6.355555555555556
255,2009,117,Comedy,5.0,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,5.838422649140546,5.0,5.161111111111111,6.0249999999999995,5.0
255,2009,117, Crime,5.0,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,5.683443708609272,5.0,5.161111111111111,6.0249999999999995,5.0
255,2009,117, Drama,5.0,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,5.875793244626407,5.0,5.161111111111111,6.0249999999999995,5.0
257,2000,153,Action,4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,5.511985472154963,4.2,4.634285714285714,4.9639999999999995,5.414285714285714
257,2000,153, Crime,4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,5.683443708609272,4.2,4.634285714285714,4.9639999999999995,5.414285714285714
257,2000,153, Drama,4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,5.875793244626407,4.2,4.634285714285714,4.9639999999999995,5.414285714285714
260,1953,150,Drama,7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,6.248697068403909,6.764705882352941,7.455555555555556,7.338461538461538,6.7875
260,1953,150, Musical,7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,6.289130434782608,6.764705882352941,7.455555555555556,7.338461538461538,6.7875
260,1953,150, Romance,7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,5.838738738738739,6.764705882352941,7.455555555555556,7.338461538461538,6.7875
264,1978,135,Action,6.0,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,5.511985472154963,6.5,6.513999999999999,6.926666666666667,6.597499999999999
264,1978,135, Drama,6.0,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,5.875793244626407,6.5,6.513999999999999,6.926666666666667,6.597499999999999
270,1993,149,Drama,6.0,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,6.248697068403909,5.0625,5.22,5.878313253012048,5.3025
270,1993,149, Romance,6.0,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,5.838738738738739,5.0625,5.22,5.878313253012048,5.3025
271,1977,150,Drama,6.8,94,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal,6.248697068403909,7.260000000000001,6.044444444444444,6.3307692307692305,6.185714285714286
275,1987,116,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,6.248697068403909,5.774712643678161,5.686842105263158,6.2682926829268295,6.163157894736843
277,1963,144,Drama,5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,6.248697068403909,6.02,6.52970297029703,6.5,6.825
277,1963,144, Romance,5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,5.838738738738739,6.02,6.52970297029703,6.5,6.825
280,2003,46,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,5.511985472154963,3.1,3.1,3.1,3.1
281,1990,164,Action,4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,5.511985472154963,4.090625,6.148872180451128,5.632558139534884,5.54
281,1990,164, Crime,4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,5.683443708609272,4.090625,6.148872180451128,5.632558139534884,5.54
281,1990,164, Drama,4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,5.875793244626407,4.090625,6.148872180451128,5.632558139534884,5.54
282,1985,153,Action,5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,5.511985472154963,5.464583333333334,5.22,5.713636363636364,6.554545454545455
282,1985,153, Drama,5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,5.875793244626407,5.464583333333334,5.22,5.713636363636364,6.554545454545455
285,1992,147,Action,5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,5.511985472154963,5.720000000000001,6.377419354838709,5.688461538461539,5.529787234042553
285,1992,147, Thriller,5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,5.674915254237288,5.720000000000001,6.377419354838709,5.688461538461539,5.529787234042553
293,1976,170,Action,3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,5.511985472154963,4.8625,5.409090909090909,5.79375,5.138888888888889
293,1976,170, Romance,3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,5.838738738738739,4.8625,5.409090909090909,5.79375,5.138888888888889
297,2000,128,Action,4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,5.511985472154963,4.3,5.331182795698925,4.64,4.333333333333333
297,2000,128, Crime,4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,5.683443708609272,4.3,5.331182795698925,4.64,4.333333333333333
299,1991,123,Action,3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,5.511985472154963,3.1,4.236363636363636,5.1,5.74
299,1991,123, Romance,3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,5.838738738738739,3.1,4.236363636363636,5.1,5.74
302,1984,157,Action,5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,5.511985472154963,5.579166666666667,6.575280898876405,6.417543859649123,6.7846153846153845
302,1984,157, Drama,5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,5.875793244626407,5.579166666666667,6.575280898876405,6.417543859649123,6.7846153846153845
304,1988,128,Action,5.0,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,5.511985472154963,5.251851851851852,5.0,4.4875,4.944444444444445
304,1988,128, Drama,5.0,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,5.875793244626407,5.251851851851852,5.0,4.4875,4.944444444444445
305,1990,132,Action,3.3,15,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,5.511985472154963,5.433333333333333,5.3921052631578945,5.28,4.623529411764705
307,1984,137,Action,5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,5.511985472154963,6.055555555555555,5.686842105263158,6.2682926829268295,5.599999999999999
307,1984,137, Drama,5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,5.875793244626407,6.055555555555555,5.686842105263158,6.2682926829268295,5.599999999999999
307,1984,137, Crime,5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,5.683443708609272,6.055555555555555,5.686842105263158,6.2682926829268295,5.599999999999999
323,1993,162,Romance,4.4,30,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,5.59874213836478,5.483333333333333,4.783333333333333,4.4,5.93
324,2007,137,Drama,6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,6.248697068403909,6.2,6.095833333333334,6.75,6.156000000000001
324,2007,137, Family,6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,6.327197802197802,6.2,6.095833333333334,6.75,6.156000000000001
324,2007,137, Music,6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,5.9879999999999995,6.2,6.095833333333334,6.75,6.156000000000001
326,1968,121,Drama,6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,6.248697068403909,6.7,5.80576923076923,6.550000000000001,6.7846153846153845
326,1968,121, Romance,6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,5.838738738738739,6.7,5.80576923076923,6.550000000000001,6.7846153846153845
333,1986,164,Action,7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,5.511985472154963,6.44,6.148872180451128,6.090625,5.432258064516129
333,1986,164, Crime,7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,5.683443708609272,6.44,6.148872180451128,6.090625,5.432258064516129
333,1986,164, Drama,7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,5.875793244626407,6.44,6.148872180451128,6.090625,5.432258064516129
334,1988,148,Action,5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,5.511985472154963,6.0,5.730769230769231,5.372881355932203,5.602325581395349
334,1988,148, Thriller,5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,5.674915254237288,6.0,5.730769230769231,5.372881355932203,5.602325581395349
335,1989,149,Action,4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,5.511985472154963,5.4071428571428575,5.342553191489362,6.057894736842105,5.008823529411765
335,1989,149, Drama,4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,5.875793244626407,5.4071428571428575,5.342553191489362,6.057894736842105,5.008823529411765
335,1989,149, Family,4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,6.327197802197802,5.4071428571428575,5.342553191489362,6.057894736842105,5.008823529411765
336,1989,120,Action,5.0,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,5.511985472154963,5.0,5.277777777777778,5.392307692307692,5.82
336,1989,120, Crime,5.0,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,5.683443708609272,5.0,5.277777777777778,5.392307692307692,5.82
336,1989,120, Drama,5.0,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,5.875793244626407,5.0,5.277777777777778,5.392307692307692,5.82
346,1989,171,Action,4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,5.511985472154963,5.433333333333333,5.331182795698925,4.9,5.520833333333333
346,1989,171, Crime,4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,5.683443708609272,5.433333333333333,5.331182795698925,4.9,5.520833333333333
